@relation weka_TrainingData_driverHabit_jee_df_clustered

@attribute Instance_number numeric
@attribute 56.270603 numeric
@attribute 0 numeric
@attribute -28.1353015 numeric
@attribute -46.072006 numeric
@attribute 28.4285025 numeric
@attribute 3 numeric
@attribute Cluster {cluster0,cluster1,cluster2,cluster3,cluster4,cluster5,cluster6}

@data
1123,106.32954,105.91463,-0.41491,-0.41491,58.956714,2,cluster5
1124,87.13161,86.71835,-0.41326,-0.41326,48.291656,2,cluster6
1125,113.681656,113.27064,-0.411016,-0.411016,63.042304,2,cluster5
1126,38.880001,38.470001,-0.41,-0.41,21.486112,2,cluster3
1127,55.649998,54.899998,-0.375,-0.41,46.052776,3,cluster6
1128,41.839998,41.399998,-0.22,-0.41,34.736109,3,cluster6
1129,61.505516,60.43114,-0.358125,-0.409833,67.751627,4,cluster6
1130,116.527504,116.12086,-0.406644,-0.406644,64.624546,2,cluster5
1131,86.67766,86.27115,-0.40651,-0.40651,48.041336,2,cluster6
1132,91.3744,90.97074,-0.40366,-0.40366,50.651428,2,cluster5
1133,92.02327,91.3182,-0.352535,-0.39706,76.379911,3,cluster5
1134,55.13305,54.715233,-0.208908,-0.395637,45.821987,3,cluster6
1135,106.48034,106.006294,-0.237023,-0.395616,88.492044,3,cluster5
1136,26.865623,26.47235,-0.393273,-0.393273,14.816104,2,cluster3
1137,114.098625,113.705826,-0.392799,-0.392799,63.279014,2,cluster5
1138,49.902744,49.36567,-0.268537,-0.391694,41.327629,3,cluster6
1139,66.14643,65.75532,-0.39111,-0.39111,36.639375,2,cluster6
1140,39.995758,39.60585,-0.389908,-0.389908,22.111558,2,cluster3
1141,107.022255,106.64039,-0.381865,-0.381865,59.350735,2,cluster5
1142,4.5,4.12,-0.38,-0.38,2.394444,2,cluster0
1143,100.31746,99.93927,-0.37819,-0.37819,55.626869,2,cluster5
1144,88.40845,88.03048,-0.37797,-0.37797,49.010814,2,cluster6
1145,95.11587,94.74242,-0.37345,-0.37345,52.738414,2,cluster5
1146,69.13663,68.76441,-0.37222,-0.37222,38.305844,2,cluster6
1147,50.21836,49.84615,-0.37221,-0.37221,27.795697,2,cluster3
1148,52.545525,52.175007,-0.370518,-0.370518,29.089037,2,cluster3
1149,68.23445,67.71595,-0.25925,-0.36932,56.615425,3,cluster6
1150,105.62289,105.117584,-0.252653,-0.365726,87.777122,3,cluster5
1151,38.630074,38.26482,-0.365254,-0.365254,21.359693,2,cluster3
1152,123.373276,123.00945,-0.363826,-0.363826,68.439646,2,cluster5
1153,90.40542,90.04189,-0.36353,-0.36353,50.124253,2,cluster5
1154,110.20483,109.844795,-0.360035,-0.360035,61.124896,2,cluster5
1155,103.64178,103.2826,-0.35918,-0.35918,57.478994,2,cluster5
1156,101.04468,100.64466,-0.20001,-0.35793,83.993358,3,cluster5
1157,108.685936,107.991066,-0.231623,-0.356865,120.370702,4,cluster4
1158,107.47639,107.12,-0.35639,-0.35639,59.610108,2,cluster5
1159,96.37115,96.00303,-0.18406,-0.3561,80.203697,3,cluster5
1160,106.97906,106.31766,-0.3307,-0.35216,88.879594,3,cluster5
1161,62.27109,61.92081,-0.35028,-0.35028,34.49775,2,cluster6
1162,38.149999,37.799999,-0.35,-0.35,21.097222,2,cluster3
1163,98.1097,97.76455,-0.34515,-0.34515,54.409514,2,cluster5
1164,106.36015,106.01646,-0.34369,-0.34369,58.993503,2,cluster5
1165,91.39048,91.04968,-0.3408,-0.3408,50.677822,2,cluster5
1166,19.24,18.9,-0.34,-0.34,10.594444,2,cluster0
1167,11.478808,11.109725,-0.184541,-0.338235,9.369196,3,cluster0
1168,34.53726,34.200138,-0.337122,-0.337122,19.093722,2,cluster3
1169,96.01526,95.67822,-0.33704,-0.33704,53.248189,2,cluster5
1170,99.730804,99.39561,-0.335194,-0.335194,55.312893,2,cluster5
1171,100.531136,99.44028,-0.272714,-0.334926,138.817316,5,cluster4
1172,39.528343,38.89659,-0.315877,-0.334869,32.67178,3,cluster6
1173,106.13913,105.62356,-0.257785,-0.334,88.255625,3,cluster5
1174,111.565,110.84325,-0.240583,-0.33338,123.5031,4,cluster4
1175,99.93187,99.59985,-0.33202,-0.33202,55.425478,2,cluster5
1176,59.72904,59.065514,-0.331763,-0.331932,49.497778,3,cluster6
1177,21.719998,21.269998,-0.225,-0.33,17.941665,3,cluster0
1178,127.147064,126.819725,-0.327339,-0.327339,70.54633,2,cluster5
1179,95.009705,94.682495,-0.32721,-0.32721,52.692278,2,cluster5
1180,58.818203,58.491806,-0.326397,-0.326397,32.586114,2,cluster6
1181,126.2529,125.929214,-0.323686,-0.323686,70.050587,2,cluster5
1182,86.64722,86.26314,-0.19204,-0.32149,72.081942,3,cluster5
1183,40.59,40.27,-0.32,-0.32,22.461111,2,cluster3
1184,108.32809,108.009254,-0.318836,-0.318836,60.093707,2,cluster5
1185,78.713165,78.39454,-0.318625,-0.318625,43.641029,2,cluster6
1186,105.653076,105.34052,-0.312556,-0.312556,58.609332,2,cluster5
1187,64.06438,63.571625,-0.246377,-0.310735,53.199546,3,cluster6
1188,63.603657,63.29448,-0.309177,-0.309177,35.249482,2,cluster6
1189,126.06505,125.758545,-0.306505,-0.306505,69.950999,2,cluster5
1190,42.467888,42.119236,-0.174326,-0.305733,35.208133,3,cluster6
1191,76.50596,76.186226,-0.159867,-0.305344,63.662154,3,cluster6
1192,89.60091,89.29793,-0.30298,-0.30298,49.694122,2,cluster5
1193,86.807434,86.50475,-0.302684,-0.302684,48.142273,2,cluster6
1194,55.849999,55.549999,-0.3,-0.3,30.944444,2,cluster6
1195,39.599998,39.299998,-0.3,-0.3,21.916666,2,cluster3
1196,6.6,6.3,-0.3,-0.3,3.583333,2,cluster0
1197,51.489999,50.999999,-0.245,-0.3,42.719444,3,cluster6
1198,29.32766,29.02802,-0.29964,-0.29964,16.209911,2,cluster3
1199,109.01162,108.71285,-0.29877,-0.29877,60.479019,2,cluster5
1200,7.616113,7.317622,-0.298491,-0.298491,4.14826,2,cluster0
1201,104.56485,104.27062,-0.29423,-0.29423,58.009853,2,cluster5
1202,45.90791,45.614025,-0.293885,-0.293885,25.42276,2,cluster3
1203,86.287964,85.78747,-0.250247,-0.29323,71.710037,3,cluster5
1204,3.67,3.38,-0.29,-0.29,1.958333,2,cluster0
1205,94.782135,94.49273,-0.289405,-0.289405,52.576351,2,cluster5
1206,60.074463,59.747715,-0.163374,-0.288811,49.960751,3,cluster6
1207,60.754234,60.466908,-0.287326,-0.287326,33.672539,2,cluster6
1208,119.980286,119.44013,-0.270078,-0.28632,99.763018,3,cluster5
1209,110.32096,109.22996,-0.2182,-0.28597,183.010282,6,cluster4
1210,93.56249,93.27817,-0.28432,-0.28432,51.900183,2,cluster5
1211,118.77838,118.494606,-0.283774,-0.283774,65.909163,2,cluster5
1212,53.379998,53.02,-0.179999,-0.28,44.305555,3,cluster6
1213,105.513916,105.23899,-0.274926,-0.274926,58.542474,2,cluster5
1214,97.55811,97.28498,-0.27313,-0.27313,54.123081,2,cluster5
1215,98.367874,98.09701,-0.270864,-0.270864,54.573579,2,cluster5
1216,60.299999,60.029999,-0.27,-0.27,33.425,2,cluster6
1217,57.139997,56.699997,-0.22,-0.27,47.419442,3,cluster6
1218,39.80121,39.532757,-0.268453,-0.268453,22.037213,2,cluster3
1219,73.39688,73.13107,-0.26581,-0.26581,40.702208,2,cluster6
1220,103.45843,103.01918,-0.219625,-0.26083,86.043783,3,cluster5
1221,105.964874,105.70643,-0.258444,-0.258444,58.797584,2,cluster5
1222,107.29706,107.04544,-0.25162,-0.25162,59.539583,2,cluster5
1223,110.743164,110.49967,-0.243494,-0.243494,61.456343,2,cluster5
1224,54.04,53.76,-0.14,-0.24,44.944444,3,cluster6
1225,90.906456,90.66716,-0.239296,-0.239296,50.437116,2,cluster5
1226,41.057907,40.818882,-0.239025,-0.239025,22.743552,2,cluster3
1227,110.083496,109.8484,-0.235096,-0.235096,61.092193,2,cluster5
1228,64.2468,64.014946,-0.231854,-0.231854,35.628263,2,cluster6
1229,87.92882,87.61234,-0.15824,-0.22719,73.122997,3,cluster5
1230,6.789188,6.004631,-0.13076,-0.224595,12.274837,7,cluster0
1231,107.729416,107.50697,-0.222446,-0.222446,59.787885,2,cluster5
1232,75.55597,75.33405,-0.22192,-0.22192,41.913894,2,cluster6
1233,34.425514,34.208584,-0.21693,-0.21693,19.065027,2,cluster3
1234,17.382109,17.162003,-0.110053,-0.216766,14.423023,3,cluster0
1235,42.05078,41.83623,-0.21455,-0.21455,23.301947,2,cluster3
1236,108.37878,108.16534,-0.21344,-0.21344,60.151144,2,cluster5
1237,80.67586,80.46251,-0.21335,-0.21335,44.760658,2,cluster6
1238,39.74852,39.536728,-0.211792,-0.211792,22.02368,2,cluster3
1239,97.139244,96.928894,-0.21035,-0.21035,53.907816,2,cluster5
1240,43.169999,42.959999,-0.21,-0.21,23.925,2,cluster3
1241,98.41051,98.20453,-0.20598,-0.20598,54.615289,2,cluster5
1242,109.69835,109.49456,-0.20379,-0.20379,60.886919,2,cluster5
1243,60.795544,60.59345,-0.202094,-0.202094,33.719165,2,cluster6
1244,54.25,54,-0.125,-0.2,45.125,3,cluster6
1245,98.04189,97.8421,-0.19979,-0.19979,54.412219,2,cluster5
1246,103.82963,103.63257,-0.19706,-0.19706,57.628389,2,cluster5
1247,35.60826,35.413208,-0.195052,-0.195052,19.728186,2,cluster3
1248,54.866825,54.672314,-0.194511,-0.194511,30.427539,2,cluster6
1249,80.04555,79.855515,-0.190035,-0.190035,44.416962,2,cluster6
1250,38.426407,38.2403,-0.186107,-0.186107,21.296308,2,cluster3
1251,52.208893,52.023136,-0.185757,-0.185757,28.953341,2,cluster3
1252,7.199284,6.695176,-0.126027,-0.185022,9.614118,5,cluster0
1253,78.11038,77.92553,-0.18485,-0.18485,43.343308,2,cluster6
1254,66.297554,66.0443,-0.126627,-0.18337,55.158201,3,cluster6
1255,54.929998,54.749998,-0.18,-0.18,30.466665,2,cluster6
1256,57.199265,57.01934,-0.179925,-0.179925,31.72739,2,cluster6
1257,117.551056,117.37237,-0.178686,-0.178686,65.256507,2,cluster5
1258,112.05607,111.877686,-0.178384,-0.178384,62.203821,2,cluster5
1259,27.735033,27.557535,-0.177498,-0.177498,15.359047,2,cluster3
1260,102.9076,102.73758,-0.17002,-0.17002,57.123661,2,cluster5
1261,103.91154,103.74239,-0.16915,-0.16915,57.681647,2,cluster5
1262,100.24352,100.076004,-0.167516,-0.167516,55.644312,2,cluster5
1263,111.143394,110.981285,-0.162109,-0.162109,61.7013,2,cluster5
1264,68.18573,68.015205,-0.085263,-0.160465,56.771279,3,cluster6
1265,38.919388,38.75924,-0.160148,-0.160148,21.577397,2,cluster3
1266,113.638145,113.478065,-0.16008,-0.16008,63.087836,2,cluster5
1267,3.85,3.43,-0.105,-0.16,5.002778,5,cluster0
1268,96.11854,95.939606,-0.089467,-0.15955,80.00476,3,cluster5
1269,49.472794,49.316326,-0.156468,-0.156468,27.441422,2,cluster3
1270,3.865237,3.645432,-0.073268,-0.153891,4.158416,4,cluster0
1271,122.20831,122.054474,-0.153836,-0.153836,67.850773,2,cluster5
1272,37.949999,37.799999,-0.15,-0.15,21.041666,2,cluster3
1273,6.3,6.07,-0.115,-0.15,5.163889,3,cluster0
1274,50.506073,50.356808,-0.149265,-0.149265,28.017467,2,cluster3
1275,105.39014,105.24346,-0.14668,-0.14668,58.509333,2,cluster5
1276,55.96738,55.821583,-0.145797,-0.145797,31.05249,2,cluster6
1277,99.0367,98.89291,-0.14379,-0.14379,54.980447,2,cluster5
1278,107.34716,107.204956,-0.142204,-0.142204,59.59781,2,cluster5
1279,4.022698,3.881386,-0.141312,-0.141312,2.195579,2,cluster0
1280,92.65945,92.51429,-0.07258,-0.14104,77.174742,3,cluster5
1281,57.549998,57.409998,-0.14,-0.14,31.933332,2,cluster6
1282,6.44,6.3,-0.14,-0.14,3.538889,2,cluster0
1283,56.335323,56.19661,-0.138713,-0.138713,31.25887,2,cluster6
1284,102.24691,102.1103,-0.13661,-0.13661,56.765892,2,cluster5
1285,53.964016,53.82938,-0.134636,-0.134636,29.94261,2,cluster3
1286,104.41419,104.279724,-0.134466,-0.134466,57.970532,2,cluster5
1287,108.777725,108.645164,-0.132561,-0.132561,60.395247,2,cluster5
1288,6.92,6.79,-0.13,-0.13,3.808333,2,cluster0
1289,98.35116,98.22286,-0.1283,-0.1283,54.603894,2,cluster5
1290,51.47952,51.354362,-0.125158,-0.125158,28.564967,2,cluster3
1291,64.976036,64.85198,-0.124056,-0.124056,36.063338,2,cluster6
1292,35.109998,34.989998,-0.12,-0.12,19.472221,2,cluster3
1293,106.16221,106.042656,-0.119554,-0.119554,58.945796,2,cluster5
1294,84.98051,84.86178,-0.11873,-0.11873,47.178414,2,cluster6
1295,32.66915,32.551777,-0.117373,-0.117373,18.116924,2,cluster3
1296,25.558744,25.442295,-0.116449,-0.116449,14.166955,2,cluster3
1297,27.595919,27.482887,-0.113032,-0.113032,15.299668,2,cluster3
1298,74.31171,74.08893,-0.11139,-0.11227,61.833844,3,cluster6
1299,98.47721,98.365204,-0.112006,-0.112006,54.678448,2,cluster5
1300,114.03683,113.92679,-0.11004,-0.11004,63.323228,2,cluster5
1301,15.299999,15.189999,-0.11,-0.11,8.469444,2,cluster0
1302,73.50471,73.39688,-0.10783,-0.10783,40.805997,2,cluster6
1303,47.179638,47.076946,-0.102692,-0.102692,26.182384,2,cluster3
1304,7.2,7.1,-0.1,-0.1,3.972222,2,cluster0
1305,49.19985,49.099895,-0.099955,-0.099955,27.305485,2,cluster3
1306,78.07449,77.97643,-0.09806,-0.09806,43.347478,2,cluster6
1307,50.73387,50.63795,-0.09592,-0.09592,28.158839,2,cluster3
1308,15.145074,15.050105,-0.094969,-0.094969,8.38755,2,cluster0
1309,51.49168,51.39717,-0.09451,-0.09451,28.580236,2,cluster3
1310,3.794736,3.445427,-0.087327,-0.09391,5.031213,5,cluster0
1311,64.39984,64.30668,-0.09316,-0.09316,35.751811,2,cluster6
1312,86.03048,85.93745,-0.09303,-0.09303,47.768869,2,cluster6
1313,68.02878,67.93768,-0.0911,-0.0911,37.768461,2,cluster6
1314,12.031222,11.880422,-0.0754,-0.091081,9.958829,3,cluster0
1315,44.2138,44.123096,-0.090704,-0.090704,24.538027,2,cluster3
1316,3.63,3.54,-0.09,-0.09,1.991667,2,cluster0
1317,79.25108,79.15298,-0.04905,-0.08984,65.990361,3,cluster6
1318,108.46404,108.37517,-0.08887,-0.08887,60.233114,2,cluster5
1319,100.58841,100.432236,-0.078087,-0.088456,83.755722,3,cluster5
1320,48.528713,48.440613,-0.0881,-0.0881,26.935924,2,cluster3
1321,89.59858,89.51062,-0.08796,-0.08796,49.752556,2,cluster5
1322,105.675705,105.59032,-0.085385,-0.085385,58.685007,2,cluster5
1323,101.64222,101.55885,-0.08337,-0.08337,56.444742,2,cluster5
1324,51.379999,51.299999,-0.08,-0.08,28.522222,2,cluster3
1325,78.55721,78.4172,-0.070005,-0.07704,65.40405,3,cluster6
1326,67.306786,67.23008,-0.076706,-0.076706,37.371352,2,cluster6
1327,46.729313,46.655193,-0.07412,-0.07412,25.940141,2,cluster3
1328,104.447266,104.32642,-0.060423,-0.072116,86.985788,3,cluster5
1329,108.94146,108.86997,-0.07149,-0.07149,60.503175,2,cluster5
1330,112.119354,112.048,-0.071354,-0.071354,62.268709,2,cluster5
1331,3.6,3.53,-0.07,-0.07,1.980556,2,cluster0
1332,50.459938,50.39197,-0.067968,-0.067968,28.014419,2,cluster3
1333,70.71425,70.64706,-0.06719,-0.06719,39.267031,2,cluster6
1334,116.20519,116.13969,-0.0655,-0.0655,64.540244,2,cluster5
1335,104.900696,104.83617,-0.064526,-0.064526,58.260241,2,cluster5
1336,38.928146,38.867344,-0.060802,-0.060802,21.609858,2,cluster3
1337,48.8151,48.75504,-0.06006,-0.06006,27.102817,2,cluster3
1338,109.94857,109.88875,-0.05982,-0.05982,61.065922,2,cluster5
1339,55.786682,55.73011,-0.056572,-0.056572,30.976887,2,cluster6
1340,57.27209,57.216843,-0.055247,-0.055247,31.802481,2,cluster6
1341,44.611313,44.55722,-0.054093,-0.054093,24.769037,2,cluster3
1342,108.59237,108.53861,-0.05376,-0.05376,60.314161,2,cluster5
1343,24.788532,24.7382,-0.050332,-0.050332,13.757426,2,cluster3
1344,3.65,3.6,-0.05,-0.05,2.013889,2,cluster0
1345,109.48626,109.4381,-0.04816,-0.04816,60.812322,2,cluster5
1346,80.3637,80.316055,-0.047645,-0.047645,44.633265,2,cluster6
1347,77.37146,77.31187,-0.029795,-0.045895,64.45586,3,cluster6
1348,102.584595,102.539185,-0.04541,-0.04541,56.978828,2,cluster5
1349,7.336637,7.260593,-0.038022,-0.044825,6.084069,3,cluster0
1350,68.951416,68.90672,-0.044696,-0.044696,38.293927,2,cluster6
1351,109.62545,109.58095,-0.0445,-0.0445,60.890667,2,cluster5
1352,63.524128,63.481888,-0.04224,-0.04224,35.279449,2,cluster6
1353,12.32041,12.278745,-0.041665,-0.041665,6.833099,2,cluster0
1354,30.22732,30.186731,-0.040589,-0.040589,16.781681,2,cluster3
1355,3.6,3.56,-0.04,-0.04,1.988889,2,cluster0
1356,31.14167,31.102583,-0.039087,-0.039087,17.29007,2,cluster3
1357,3.979025,3.941905,-0.037119,-0.037119,2.200258,2,cluster0
1358,38.625866,38.58892,-0.036946,-0.036946,21.448552,2,cluster3
1359,100.36323,100.32708,-0.03615,-0.03615,55.747308,2,cluster5
1360,74.80982,74.774475,-0.035345,-0.035345,41.551193,2,cluster6
1361,95.00664,94.97316,-0.03348,-0.03348,52.772167,2,cluster5
1362,4.927267,4.894324,-0.032942,-0.032942,2.72822,2,cluster0
1363,5.114952,5.084553,-0.030399,-0.030399,2.833196,2,cluster0
1364,3.578624,3.550206,-0.028418,-0.028418,1.980231,2,cluster0
1365,56.203987,56.175686,-0.028301,-0.028301,31.216576,2,cluster6
1366,105.637024,105.60989,-0.027134,-0.027134,58.679698,2,cluster5
1367,10.675875,10.64935,-0.026525,-0.026525,5.923674,2,cluster0
1368,113.29887,113.2738,-0.02507,-0.02507,62.936853,2,cluster5
1369,69.28036,69.2558,-0.02456,-0.02456,38.482267,2,cluster6
1370,87.38596,87.36221,-0.02375,-0.02375,48.541158,2,cluster6
1371,96.1134,96.09031,-0.02309,-0.02309,53.389919,2,cluster5
1372,43.695812,43.674282,-0.02153,-0.02153,24.269471,2,cluster3
1373,35.975666,35.95468,-0.020986,-0.020986,19.980652,2,cluster3
1374,3.6,3.58,-0.02,-0.02,1.994444,2,cluster0
1375,121.50133,121.48375,-0.01758,-0.01758,67.495856,2,cluster5
1376,42.335598,42.323414,-0.012184,-0.012184,23.516392,2,cluster3
1377,3.61,3.6,-0.01,-0.01,2.002778,2,cluster0
1378,27.111427,27.101723,-0.009704,-0.009704,15.059208,2,cluster3
1379,99.959625,99.95074,-0.008885,-0.008885,55.530657,2,cluster5
1380,3.553465,3.545405,-0.00806,-0.00806,1.971908,2,cluster0
1381,105.84461,105.83686,-0.00775,-0.00775,58.800408,2,cluster5
1382,90.39393,90.38753,-0.0064,-0.0064,50.217072,2,cluster5
1383,51.294613,51.28828,-0.006333,-0.006333,28.495248,2,cluster3
1384,99.48746,99.4815,-0.00596,-0.00596,55.269156,2,cluster5
1385,99.77125,99.766365,-0.004885,-0.004885,55.427115,2,cluster5
1386,110.50065,110.496376,-0.004274,-0.004274,61.388063,2,cluster5
1387,29.547575,29.543661,-0.003914,-0.003914,16.414232,2,cluster3
1388,34.464115,34.46385,-0.000265,-0.000265,19.146657,2,cluster3
